filename,title,company_name,location,posted_date,applicants,salary,Python,SQL,SAS,C++,MSc,PhD,Cloud,AWS,Azure,Statistics,Computer Science,CS,consulting,Salary
file_282,Data Scientist - Leicester - Remote,Nigel Frank International,,1 month ago,11 applicants,,True,True,False,False,False,False,True,False,True,False,False,False,False,45000,
file_283,Data Science & Machine Learning Research Engineer,Raytheon Intelligence & Space,,4 weeks ago,2 applicants,,True,False,False,False,False,False,True,True,False,False,False,False,False,
file_284,Data Scientist,CGI,,1 week ago,107 applicants,,True,True,False,False,False,False,True,False,False,False,False,False,True,
file_285,Research Data Scientist - Derby,CareerAddict,,3 days ago,2 applicants,,True,False,False,False,False,True,False,False,False,False,False,False,False,65000,
file_286,Data Scientist,Nigel Frank International,,2 months ago,7 applicants,,True,True,False,False,False,False,False,False,True,False,False,False,False,65000,
file_287,Data Scientist,esure Group,,2 weeks ago,79 applicants,,True,True,False,False,False,False,False,False,False,False,False,False,False,
file_288,Staff Data Scientist,TravelPerk,,1 month ago,102 applicants,,True,True,False,False,False,False,False,False,False,False,False,False,False,
file_289,"Senior Data Scientist, Monzo Flex",Monzo Bank,,7 hours ago,12 applicants,,True,True,False,False,False,False,False,False,False,False,False,False,False,
file_29,Customer Data Scientist,Harnham,,2 weeks ago,44 applicants,,True,True,False,False,False,False,False,False,False,False,False,False,False,55000,
file_290,Data Scientist,SSE plc,,2 days ago,10 applicants,,True,False,False,False,False,False,False,True,False,False,False,False,False,
file_291,Senior Data Scientist (Machine Learning),RHR,,4 days ago,,,True,False,False,False,False,False,False,False,False,False,False,False,False,
file_292,Data Scientist - 12 month Maternity Cover,CHL Mortgages,,1 day ago,12 applicants,,False,True,True,False,False,False,False,False,False,False,False,False,False,30000,
file_293,Senior Data Scientist - Customer Value Management,RemoteWorker UK,,1 day ago,1 applicant,,True,True,True,False,False,False,False,False,False,False,False,False,False,
file_294,Data Scientist,Nigel Frank International,,1 month ago,2 applicants,,True,True,False,False,False,False,True,False,True,False,False,False,False,65000,
file_295,Data Scientist - near Luton,Nigel Frank International,,1 month ago,,,True,True,False,False,False,False,True,False,True,False,False,False,False,60000,
file_296,Data Scientist,Nigel Frank International,,1 month ago,2 applicants,,True,True,False,False,False,False,True,False,True,False,False,False,False,65000,
file_297,Data Scientist,Mars,,2 weeks ago,22 applicants,,True,True,True,False,False,False,False,False,True,False,False,False,False,
file_298,"Lead Data Scientist (1 role available) - Better Outcomes through linked data (BOLD) Programme, Data & Analysis, Ministry of Justice (Ref: 64736)",Ministry of Justice UK,,5 days ago,6 applicants,,True,True,False,False,False,True,False,True,False,False,False,True,False,
file_299,Statistical Data Scientist,Women in Data®,,2 weeks ago,77 applicants,,True,False,False,False,False,True,False,False,False,False,False,True,True,
file_3,Data Scientist - Time series,Harnham,,3 weeks ago,99 applicants,,True,True,False,False,False,False,False,False,False,True,True,False,False,95000,
file_30,NLP Data Scientist,Harnham,,1 month ago,156 applicants,,True,False,False,False,False,True,False,False,False,False,False,False,False,70000,
file_300,Data Scientist,Nigel Frank International,,1 month ago,1 applicant,,True,True,False,False,False,False,True,False,True,False,False,False,False,55000,
file_301,Data Scientist,Sky,,3 weeks ago,2 applicants,,True,True,False,False,False,False,True,False,False,False,False,False,False,
file_302,Data Scientist,Nigel Frank International,,1 month ago,,,True,True,False,False,False,False,True,False,True,False,False,False,False,65000,
file_303,Technical Specialist - Freshwater Data Scientist,APEM Ltd,,1 week ago,40 applicants,,True,True,False,False,True,False,False,True,True,False,False,False,False,
file_304,Senior Data Scientist,Kainos,,3 weeks ago,24 applicants,,True,True,False,False,False,False,False,True,True,True,True,False,False,
file_305,Senior Data Scientist,GoCardless,,4 days ago,54 applicants,,True,True,False,False,False,False,False,False,False,False,False,False,False,
file_306,Data Scientist / Senior Data Scientist,StackAdapt,,1 week ago,174 applicants,,False,False,False,False,False,True,False,False,False,True,True,False,False,
file_307,Product Owner Data Science,Jaguar Land Rover,,3 weeks ago,2 applicants,,True,True,False,False,False,False,False,False,False,False,False,False,False,
file_308,"Senior Data Scientist, Specialising in Computer Vision",Hydrogen Group,,2 weeks ago,2 applicants,,True,False,False,False,False,True,False,False,False,False,False,False,False,90000,
file_309,Lead Data Scientist,Severn Trent,,2 weeks ago,9 applicants,,True,True,False,False,False,False,False,False,False,False,False,False,False,
file_31,Junior Data Scientist - Customer Value Management,Lloyds Banking Group,,2 days ago,53 applicants,,True,True,True,False,False,False,False,False,False,False,False,False,False,
file_310,"Data Scientist (Retail Industry) - Remote, UK Wide",Nigel Frank International,,1 month ago,4 applicants,,True,True,False,False,False,False,True,False,True,True,False,False,False,45000,
file_311,Global Data Scientist,McCormick & Company,,1 week ago,124 applicants,,True,True,False,False,False,False,False,False,False,True,False,False,True,
file_312,Data Analyst / Scientist,Harnham,,1 month ago,89 applicants,,True,True,False,False,False,False,False,False,False,False,False,False,False,35000,
file_313,Data Scientist - Birmingham - Remote,Nigel Frank International,,1 month ago,7 applicants,,True,True,False,False,False,False,True,False,True,False,False,False,False,45000,
file_314,Audience Measurement - Senior Data Scientist,Ipsos UK,,1 month ago,1 applicant,,True,True,False,False,False,False,True,False,False,False,True,False,False,
file_315,Data Science,University of Bristol,,3 weeks ago,,,False,False,False,False,True,False,False,False,False,False,False,False,False,
file_316,Data Scientist (Fixed Term),University of Cambridge,,3 weeks ago,25 applicants,,False,False,False,False,False,False,False,False,False,False,False,False,False,
file_317,Data Scientist,Nigel Frank International,,1 month ago,1 applicant,,True,True,False,False,False,False,True,False,True,False,False,False,False,90000,
file_318,Junior Data Scientist,Nigel Frank International,,1 month ago,11 applicants,,True,True,False,False,False,False,True,False,True,False,False,False,False,50000,
file_319,Data Scientist,Nigel Frank International,,1 month ago,2 applicants,,True,True,False,False,False,False,True,False,False,False,False,False,False,70000,
file_32,Senior Data Scientist,PwC UK,,7 hours ago,96 applicants,,True,True,False,False,False,False,True,False,True,False,False,False,False,
file_320,Data Scientist,Nigel Frank International,,1 month ago,1 applicant,,True,True,False,False,False,False,True,False,True,False,False,False,False,65000,
file_321,Senior Data Scientist - Innovation Lab,Citi,,1 month ago,45 applicants,,True,True,False,False,False,False,False,False,False,False,False,False,False,
file_322,Data Scientist,Nigel Frank International,,1 month ago,2 applicants,,True,True,False,False,False,False,True,False,True,False,False,False,False,
file_323,"Data Scientist, Growth & Analytics",Smile Identity,,3 weeks ago,2 applicants,,False,True,False,False,False,False,False,False,False,False,False,False,False,
file_324,Data Scientist,Nigel Frank International,,2 months ago,9 applicants,,True,True,False,False,False,False,False,False,True,False,False,False,False,65000,
file_325,"Data Scientist (R, Python, SQL) - Cambridgeshire",Nigel Frank International,,1 month ago,2 applicants,,True,True,False,False,False,False,True,False,True,False,False,False,False,60000,
file_326,Senior Data Scientist,Profiles by Kantar,,1 week ago,14 applicants,,True,True,False,False,False,False,False,False,False,False,False,False,True,
file_327,REPL Group - Senior Data Scientist,Accenture,,1 week ago,24 applicants,,True,False,False,False,False,False,False,False,False,False,False,False,True,
file_328,"Data Scientist- AI/ Machine Learning, Pyspark",Nigel Frank International,,1 month ago,6 applicants,,True,True,False,False,False,False,True,False,True,False,False,False,False,55000,
file_329,Research Data Scientist - Derby,Michael Page,,4 weeks ago,,,True,False,False,False,False,True,False,False,False,False,False,False,False,65000,
file_33,Senior Data Scientist,Direct Line Group,,3 days ago,5 applicants,,False,False,False,False,False,False,False,True,False,False,False,False,False,
file_330,Data Scientist - London,Nigel Frank International,,1 month ago,,,True,True,False,False,False,False,True,False,True,False,False,False,False,90000,
file_331,Data Science Lead,Bromford,,2 weeks ago,12 applicants,,True,True,False,False,False,False,False,False,False,True,True,False,False,45000,
file_332,Data Scientist,Nigel Frank International,,2 months ago,5 applicants,,True,True,False,False,False,False,False,False,True,False,False,False,False,65000,
file_333,Senior Data Scientist,Jobs via eFinancialCareers,,3 days ago,6 applicants,,True,True,False,False,False,False,False,False,False,False,False,False,False,70000,
file_334,Data Science Specialist,Thermo Fisher Scientific,,2 days ago,18 applicants,,False,True,False,False,False,False,False,False,False,False,False,False,False,
file_335,Senior Data Scientist,Kantar,,1 week ago,30 applicants,,True,True,False,False,False,False,False,False,False,False,False,False,True,
file_336,Senior Data Scientist,Direct Line Group,,3 days ago,16 applicants,,False,False,False,False,False,False,False,True,False,False,False,False,False,
file_337,Data Scientist,TalkTalk,,1 week ago,,,True,True,False,False,False,False,True,True,True,True,True,False,False,
file_338,Associate Director Data Scientist - Digital Health R&D,AstraZeneca,,5 days ago,12 applicants,,True,False,False,False,False,False,False,True,False,False,False,False,False,
file_339,Data Scientist Team Lead,Frontiers,,1 month ago,6 applicants,,True,True,False,False,False,True,False,False,False,False,True,False,False,
file_34,Senior Data Scientist,Direct Line Group,,3 days ago,3 applicants,,False,False,False,False,False,False,False,True,False,False,False,False,False,
file_340,Senior Data Scientist,Luno,,23 hours ago,7 applicants,"Benefits found in job post
Medical insurance",True,True,False,False,False,False,False,False,False,False,False,False,False,
file_341,"Senior Data Scientist, Specialising in Computer Vision",Hydrogen Group,,1 week ago,9 applicants,,True,False,False,False,False,True,False,False,False,False,False,False,False,90000,
file_342,Data Scientist,Millennium,,4 days ago,122 applicants,,True,True,False,False,False,True,False,False,False,True,True,False,False,
file_343,Data Scientist,Nigel Frank International,,2 months ago,10 applicants,,True,True,False,False,False,False,False,False,True,False,False,False,False,65000,
file_344,Data Scientist,Nigel Frank International,,1 month ago,,,True,True,False,False,False,False,True,False,False,False,False,False,False,70000,
file_345,Data Scientist 62930,Sky,,1 week ago,42 applicants,,True,True,False,False,False,False,False,False,False,False,False,False,False,
file_346,Senior Data Scientist,Bumble,,1 week ago,82 applicants,,True,False,False,False,False,False,False,False,False,False,False,False,False,
file_347,Senior Data Scientist,Shell,,1 week ago,99 applicants,,True,False,False,False,False,True,False,False,False,True,True,False,False,
file_348,Senior Data Scientist,Women in Data®,,2 weeks ago,31 applicants,,True,True,False,False,False,False,False,False,False,False,False,False,False,
file_349,Data Scientist - Time Series Forecasting,Utopia Music,,4 weeks ago,1 applicant,,False,False,False,False,True,True,False,False,False,False,True,False,False,
file_35,Senior Data Scientist,Hays,,1 month ago,1 applicant,,True,True,False,False,False,False,False,False,False,False,False,False,False,60000,
file_350,Graduate Data Scientist,RedTech Recruitment,,1 day ago,23 applicants,,True,False,False,False,True,False,False,False,False,False,True,False,False,35000,
file_351,"Data Scientist - Machine Learning, AI, Python",trg.recruitment,,5 days ago,,"Employer-provided
Pay range in England, United Kingdom
Exact compensation may vary based on skills, experience, and location.
Base salary
£50,000/yr - £70,000/yr",False,False,False,False,False,False,False,False,False,False,False,False,False,
file_352,Data Scientist,Nigel Frank International,,1 month ago,,,True,True,False,False,False,False,True,False,True,False,False,False,False,50000,
file_353,Data Scientist,Nigel Frank International,,1 month ago,,,True,True,False,False,False,False,True,False,False,False,False,False,False,70000,
file_354,Data Scientist,Nigel Frank International,,1 month ago,,,True,True,False,False,False,False,True,False,True,False,False,False,False,65000,
file_355,Data Scientist,IQVIA,,2 weeks ago,58 applicants,,True,False,False,False,True,True,False,False,False,False,True,False,False,
file_356,"Senior Data Scientist, Monzo Flex",Monzo Bank,,7 hours ago,16 applicants,,True,True,False,False,False,False,False,False,False,False,False,False,False,
file_357,Data Scientist - London,Nigel Frank International,,1 month ago,7 applicants,,True,True,False,False,False,False,False,False,True,False,False,False,False,55000,
file_358,Growth Data Scientist,Xcede,,4 days ago,56 applicants,,True,True,False,False,False,False,False,False,False,False,False,False,False,
file_359,REPL Group - Senior Data Scientist,Accenture,,1 week ago,39 applicants,,True,False,False,False,False,False,False,False,False,False,False,False,True,
file_36,Data Scientist,comparethemarket.com,,3 weeks ago,123 applicants,,True,True,False,False,False,False,True,True,False,False,False,True,False,
file_360,Data Scientist – Product Security,Wise,,1 week ago,19 applicants,,True,True,False,False,False,False,False,True,False,False,False,False,False,
file_361,Snr Data Scientist,SAS,,1 week ago,25 applicants,,True,True,True,False,False,False,False,False,False,True,False,False,True,
file_362,Data Scientist,JD Sports Fashion plc,,2 weeks ago,,,True,True,False,False,False,False,False,False,False,False,False,False,False,
file_363,Data Scientist - London,Nigel Frank International,,1 month ago,6 applicants,,True,True,False,False,False,False,False,False,True,False,False,False,False,55000,
file_364,Data Scientist,Connex One,,1 month ago,,,True,False,False,False,False,False,False,False,False,False,False,False,False,
file_365,"Data Scientist - London - GBP50,000",Nigel Frank International,,3 weeks ago,,,True,True,False,False,False,False,False,False,True,False,False,False,False,50000,
file_366,Senior Data Scientist (Computer Vision),RHR,,4 days ago,3 applicants,,True,False,False,False,False,False,False,False,False,False,False,False,False,
file_367,Data Scientist,Talent,,1 week ago,177 applicants,,False,False,False,False,False,False,False,False,False,False,False,False,False,
file_368,Technical Researcher/Data Scientist,Opensignal,,5 days ago,84 applicants,,False,True,False,False,False,False,False,False,False,False,False,False,False,
file_369,Advanced Data Scientist,Public Health Wales,,3 weeks ago,11 applicants,,True,True,False,False,False,False,False,False,False,False,False,False,False,
file_37,People Analytics Data Scientist - 2382,Cambridge University Press & Assessment,,3 days ago,34 applicants,,True,True,False,False,True,False,False,False,False,False,False,False,False,
file_370,Senior Data Scientist,Nova Futur Ltd,,1 week ago,,,True,True,False,False,False,False,True,False,False,True,True,False,False,
file_371,"Data Scientist (Graduate, Experienced and Senior Levels)",First Central,,1 week ago,50 applicants,,True,True,False,False,False,False,False,False,False,False,False,False,False,
file_372,Senior Data Scientist (Pricing),Direct Line Group,,3 days ago,2 applicants,,True,False,False,False,False,False,False,False,False,False,False,False,False,
file_373,Data Science Modeller,CareerAddict,,1 day ago,4 applicants,,False,False,False,False,False,False,False,False,False,True,False,False,False,80000,
file_374,Senior Data Scientist,Monzo Bank,,2 weeks ago,29 applicants,,True,True,False,False,False,False,False,False,False,False,False,False,False,
file_375,Data Scientist,Diageo,,1 week ago,99 applicants,,True,True,False,False,False,False,False,False,False,True,False,False,False,
file_376,"Data Scientist, Workforce Staffing",Amazon,,1 week ago,50 applicants,,True,True,False,False,False,True,False,False,False,True,True,False,False,
file_377,Senior Data Scientist,Arca Blanca,,3 weeks ago,,,True,True,False,False,False,False,False,False,False,False,False,False,True,
file_378,Data Scientist,Nigel Frank International,,1 month ago,2 applicants,,True,True,False,False,False,False,True,False,True,False,False,False,False,50000,
file_379,Data Scientist,Nigel Frank International,,1 month ago,,,True,True,False,False,False,False,False,False,False,False,False,False,False,60000,
file_38,Customer Data Scientist,Harnham,,2 months ago,35 applicants,,True,True,False,False,False,False,False,False,False,False,False,False,False,50000,
file_380,Senior Data Scientist (hybrid/remote),Allstate Northern Ireland,,1 week ago,25 applicants,,False,False,False,False,False,False,False,False,False,False,False,False,False,
file_381,Data Scientist,Nigel Frank International,,1 month ago,,,True,True,False,False,False,False,True,False,True,False,False,False,False,65000,
file_382,Data Scientist,Times Higher Education,,3 weeks ago,62 applicants,,True,True,False,False,False,False,False,False,False,False,True,False,True,
file_383,Data Scientist - Data Governance,BCT Resourcing,,2 weeks ago,9 applicants,,True,True,False,False,False,False,False,False,False,False,False,False,False,90000,
file_384,Senior Data Scientist,Kingfisher plc,,,,,True,True,False,False,False,False,False,False,False,False,False,False,False,79000,
file_385,"Senior Data Scientist, Monzo Flex",Monzo Bank,,7 hours ago,14 applicants,,True,True,False,False,False,False,False,False,False,False,False,False,False,
file_386,Senior Data Scientist - Insurance,Harnham,,1 month ago,5 applicants,,True,True,False,False,False,False,False,False,False,False,False,False,True,80000,
file_387,Senior Data Scientist,Experian,,1 month ago,23 applicants,,True,False,False,False,False,True,False,False,False,False,True,False,False,20000,
file_388,Data Scientist,BSI,,2 weeks ago,193 applicants,,True,False,False,False,False,False,False,False,True,False,False,False,True,
file_389,Senior Data Scientist,John Lewis Partnership,,5 days ago,21 applicants,,True,True,False,False,False,False,True,True,True,True,True,False,False,
file_39,Graduate Data Scientist (Remote Sensing Group),UK Research and Innovation,,2 weeks ago,,,True,False,False,True,False,False,False,False,False,False,False,False,False,
file_390,Graduate Data Scientist,Jackson Hogg Limited,,3 days ago,35 applicants,,True,False,False,True,False,False,False,False,False,False,False,False,False,32000,
file_391,Data Scientist,Lewisham Council,,5 days ago,29 applicants,,False,False,False,False,False,False,False,False,False,False,False,False,False,
file_392,Python Developer | Python Engineer | Data Scientist,Jumar,,3 days ago,2 applicants,,True,False,False,False,False,False,False,False,False,True,True,False,False,
file_393,Senior Data Scientist,Kainos,,3 weeks ago,16 applicants,,True,True,False,False,False,False,False,True,True,True,True,False,False,
file_394,Senior Data Scientist,Domestic & General,,5 days ago,16 applicants,,True,True,False,False,False,False,False,True,False,False,False,False,False,
file_395,Senior Data Scientist,Nigel Frank International,,1 month ago,4 applicants,,True,True,False,False,False,False,True,False,True,False,False,False,False,75000,
file_396,2023 Graduate Talent Program – Data Science – London,UBS,,2 weeks ago,,,True,True,False,True,False,False,False,False,False,False,False,False,False,70000,
file_397,Senior Data Scientist,LEO Club Maastricht,,1 week ago,,,True,False,False,False,True,True,False,False,False,True,False,False,False,80000,
file_398,Data Scientist,Nigel Frank International,,1 month ago,,,True,True,False,False,False,False,False,False,False,False,False,False,False,60000,
file_399,Data Scientist,BCT Resourcing,,1 day ago,4 applicants,,True,True,False,False,False,False,False,False,False,False,False,False,False,90000,
file_4,Data Scientist,RemoteWorker UK,,1 day ago,22 applicants,,True,True,False,False,False,False,False,False,False,False,False,False,False,
file_40,Senior Data Scientist,Monzo Bank,,2 weeks ago,25 applicants,,True,True,False,False,False,False,False,False,False,False,False,False,False,
file_400,"Data Scientist (Retail) - Remote, UK",Nigel Frank International,,1 month ago,7 applicants,,True,True,False,False,False,False,True,False,True,True,False,False,False,45000,
file_401,"Data Scientist - SQL, Python, R",Nigel Frank International,,1 month ago,2 applicants,,True,True,False,False,False,False,True,False,False,False,False,False,False,70000,
file_402,Junior Data Scientist,Nigel Frank International,,1 month ago,15 applicants,,True,True,False,False,False,False,True,False,True,False,False,False,False,50000,
file_403,Sr. Data Scientist,Amazon Web Services (AWS),,3 weeks ago,,,True,False,False,True,False,True,False,True,False,True,False,True,False,
file_404,Data Scientist - RStudio,IQVIA,,2 weeks ago,54 applicants,,True,True,False,False,False,False,False,False,False,False,False,False,False,
file_405,AVP Data Scientist,Chubb,,3 days ago,7 applicants,,True,True,True,False,False,False,False,False,False,True,True,False,False,
file_406,Data Scientist,Nigel Frank International,,1 month ago,1 applicant,,True,True,False,False,False,False,True,False,True,False,False,False,False,60000,
file_407,Staff Data Scientist (Engineering),Databricks,,2 days ago,68 applicants,,True,True,False,False,False,False,False,False,False,True,True,False,False,
file_408,Senior Data Scientist,Knight Frank,,1 week ago,20 applicants,,True,True,False,False,True,False,False,False,False,False,False,False,False,
file_409,Senior Data Scientist,Arm,,4 days ago,45 applicants,,True,False,False,False,False,True,False,False,False,False,True,False,False,
file_41,Senior Data Scientist,Moneysupermarket Group,,2 weeks ago,38 applicants,,True,True,False,False,False,False,True,False,False,False,False,False,False,
file_410,Senior Product Data Scientist,Harnham,,2 months ago,4 applicants,,True,True,False,False,False,False,False,False,False,False,False,False,False,50000,
file_411,Senior Data Scientist,Tesco Bank,,2 weeks ago,25 applicants,,True,True,True,False,False,False,False,True,False,False,False,False,False,
file_412,Lead Data Scientist,Kainos,,3 weeks ago,11 applicants,,True,True,False,False,False,False,False,True,True,True,True,False,False,
file_413,Data Scientist,ECOM Agroindustrial Cohrp. Ltd.,,1 week ago,34 applicants,,True,True,False,False,False,False,False,False,True,True,True,False,False,
file_414,Data Scientist - Econometrics 61672,Sky,,1 month ago,10 applicants,,True,True,False,False,False,False,False,True,False,True,True,False,False,
file_415,Lead Data Scientist,Richmond and Wandsworth Councils,,4 days ago,10 applicants,,True,False,False,False,False,False,False,False,False,False,False,False,False,
file_416,"Data Scientist (Retail Industry) - Remote, UK",Nigel Frank International,,1 month ago,3 applicants,,True,True,False,False,False,False,True,False,True,True,False,False,False,45000,
file_417,Data Scientist,Twinkl Educational Publishing,,1 week ago,64 applicants,,True,True,False,False,True,False,False,False,False,False,True,False,False,30000,
file_418,Data Scientist,Nigel Frank International,,1 month ago,1 applicant,,True,True,False,False,False,False,True,False,True,False,False,False,False,65000,
file_419,Data Scientist,Nigel Frank International,,1 month ago,,,True,True,False,False,False,False,True,False,True,False,False,False,False,55000,
file_42,NLP Data Scientist Python ML - SaaS,Client Server,,2 weeks ago,64 applicants,,True,False,False,False,False,False,False,False,True,False,False,False,False,
file_420,Statistician (Consumer data / Data Scientist|),Mintel,,5 days ago,40 applicants,,False,False,False,False,False,False,False,False,False,False,False,False,False,
file_421,Data Scientist,Lewisham Council,,5 days ago,3 applicants,,False,False,False,False,False,False,False,False,False,False,False,False,False,
file_422,"Data Scientist - SQL, Python, R",Nigel Frank International,,1 month ago,5 applicants,,True,True,False,False,False,False,True,False,False,False,False,False,False,70000,
file_423,Data Scientist,Nigel Frank International,,1 month ago,3 applicants,,True,True,False,False,False,False,True,False,True,False,False,False,False,55000,
file_424,Data Scientist,Nigel Frank International,,1 month ago,1 applicant,,True,True,False,False,False,False,True,False,True,False,False,False,False,55000,
file_425,Data Scientist,Nigel Frank International,,1 month ago,1 applicant,,True,True,False,False,False,False,True,False,True,False,False,False,False,50000,
file_426,Data Scientist - 12 month FTC,F1photo Studio,,1 month ago,4 applicants,,True,True,False,False,False,False,False,False,False,True,False,False,False,
file_427,Data Scientist,Burberry,,3 weeks ago,193 applicants,,True,False,False,False,True,True,False,False,False,True,True,False,False,
file_428,Data Scientist,Nigel Frank International,,1 month ago,,,True,True,False,False,False,False,True,False,True,False,False,False,False,65000,
file_429,Data Scientist (Remote),Sensor Tower,,3 weeks ago,7 applicants,,True,False,False,False,False,False,False,False,False,False,False,False,False,
file_43,"Visiting Researcher, Core Data Science",Meta,,2 days ago,67 applicants,,True,False,False,False,False,False,False,False,False,False,False,False,False,
file_430,Data Science Lead,Searchability,,2 days ago,,,True,False,False,True,False,False,True,True,True,False,False,False,False,
file_431,Data Scientist,Lighthouse,,4 days ago,121 applicants,,True,True,False,False,False,False,False,False,True,False,False,False,False,
file_432,Data Scientist - Worcester - Remote,Nigel Frank International,,1 month ago,6 applicants,,True,True,False,False,False,False,True,False,True,False,False,False,False,45000,
file_433,"Senior Data Scientist/ Senior Machine Learning Engineer (Bangkok based, relocation provided)",Agoda,,2 days ago,15 applicants,,True,True,False,False,True,True,False,False,False,True,True,False,False,
file_434,"Senior Data Scientist, Monzo Flex",Monzo Bank,,7 hours ago,13 applicants,,True,True,False,False,False,False,False,False,False,False,False,False,False,
file_435,Data Scientist,Huxley,,1 month ago,10 applicants,,False,False,False,False,False,False,False,False,False,False,False,False,False,
file_436,Azure Data Scientist,Nigel Frank International,,1 month ago,,,True,True,False,False,False,False,True,False,True,False,False,False,False,
file_437,Senior Data Scientist (Pricing),Direct Line Group,,3 days ago,1 applicant,,True,False,False,False,False,False,False,False,False,False,False,False,False,
file_438,Data Scientist,Nigel Frank International,,2 weeks ago,32 applicants,,True,False,False,False,False,False,False,False,False,False,False,False,False,
file_439,"Data Scientist (Retail Industry) - Remote, UK Wide",Nigel Frank International,,1 month ago,2 applicants,,True,True,False,False,False,False,True,False,True,True,False,False,False,45000,
file_44,Data Scientist,Tutorful,,2 weeks ago,184 applicants,,True,False,False,False,False,False,False,True,False,False,False,False,False,
file_440,"Senior Data Scientist, Risk and Abuse",Deliveroo,,3 weeks ago,83 applicants,,True,True,False,False,False,False,False,False,False,False,False,False,False,
file_441,Data Scientist,Nigel Frank International,,1 month ago,,,True,True,False,False,False,False,True,False,True,False,False,False,False,90000,
file_442,Data Scientist,Nigel Frank International,,3 weeks ago,28 applicants,,True,True,False,False,False,False,True,False,True,False,False,False,False,
file_443,"Data Scientist - Remote, UK",Nigel Frank International,,1 month ago,16 applicants,,True,True,False,False,False,False,True,False,True,False,False,False,False,45000,
file_444,Data Scientist,Understanding Recruitment,,1 week ago,,"Employer-provided
Pay range in London Area, United Kingdom
Exact compensation may vary based on skills, experience, and location.
Base salary
£40,000/yr - £50,000/yr",True,False,False,False,False,False,False,False,False,False,True,False,False,
file_445,Senior Data Scientist,Northrop Grumman,,2 weeks ago,2 applicants,,True,False,True,False,False,False,False,False,False,False,False,False,False,35000,
file_446,Data Scientist,Nigel Frank International,,1 month ago,1 applicant,,True,True,False,False,False,False,True,False,True,False,False,False,False,
file_447,Data Scientist,Nigel Frank International,,1 month ago,23 applicants,,True,True,False,False,False,False,True,False,True,False,False,False,False,
file_448,Data Scientist,Nigel Frank International,,1 month ago,4 applicants,,True,True,False,False,False,False,True,False,True,False,False,False,False,90000,
file_449,"Data Scientist III, Analytics",Egencia,,5 months ago,33 applicants,,True,True,False,False,True,True,False,False,False,False,False,False,False,
file_45,NLP Data Scientist,OKRA.ai,,1 day ago,124 applicants,,True,True,False,False,False,True,False,True,False,False,True,False,False,
file_450,Data Scientist,Nigel Frank International,,1 month ago,6 applicants,,True,True,False,False,False,False,True,False,True,False,False,False,False,60000,
file_451,Data Scientist,Understanding Recruitment,,2 days ago,157 applicants,,False,False,False,False,False,False,False,False,False,False,False,False,False,
file_452,Data Scientist,Nigel Frank International,,1 month ago,3 applicants,,True,True,False,False,False,False,True,False,True,False,False,False,False,
file_453,"Data Scientist II, Analytics",Egencia,,1 month ago,32 applicants,,True,True,False,False,False,False,False,False,False,False,False,False,False,
file_454,Junior Data Scientist,EDF Trading,,2 weeks ago,,,True,True,False,False,False,False,False,False,True,False,False,False,False,
file_455,Sr. Data Scientist,CrowdStrike,,2 weeks ago,162 applicants,,True,False,False,False,False,False,False,True,False,False,False,False,False,
file_456,Data Scientist,Nigel Frank International,,1 month ago,2 applicants,,True,True,False,False,False,False,True,False,True,False,False,False,False,
file_457,Data Scientist - Home Based - GBP50-60k,Nigel Frank International,,1 month ago,12 applicants,,True,True,False,False,False,False,True,False,True,False,False,False,False,
file_458,Senior Data Scientist,Atlas.xyz,,6 days ago,18 applicants,,False,False,False,False,False,False,False,False,False,False,False,False,False,
file_459,Data Scientist,Nigel Frank International,,1 month ago,3 applicants,,True,True,False,False,False,False,True,False,True,False,False,False,False,60000,
file_46,SEO Data Scientist,XLMedia PLC,,3 days ago,33 applicants,,True,True,False,False,False,False,False,False,False,True,True,False,False,
file_460,Data Scientist,Nigel Frank International,,1 month ago,1 applicant,,True,True,False,False,False,False,True,False,True,False,False,False,False,60000,
file_461,Senior Data Scientist,Monzo Bank,,2 weeks ago,167 applicants,,True,True,False,False,False,False,False,False,False,False,False,False,False,
file_462,Junior Data Scientist,Nigel Frank International,,1 month ago,14 applicants,,True,True,False,False,False,False,True,False,True,False,False,False,False,50000,
file_463,Data Scientist,Nigel Frank International,,1 month ago,5 applicants,,True,True,False,False,False,False,False,False,False,False,False,False,False,55000,
file_464,"Senior Data Scientist - Windsor, United Kingdom",Leap29,,,,,True,True,False,False,False,False,False,False,True,False,False,False,False,
file_465,Data Scientist- Machine learning,Nigel Frank International,,1 month ago,6 applicants,,True,True,False,False,False,False,True,False,True,False,False,False,False,55000,
file_466,Data Scientist,Nigel Frank International,,1 month ago,1 applicant,,True,True,False,False,False,False,True,False,True,False,False,False,False,60000,
file_467,Statistical Data Scientist,Dstl,,5 days ago,13 applicants,,False,False,False,False,False,False,False,False,False,False,False,False,False,
file_468,Data Scientist,Exertis UK,,2 days ago,89 applicants,,True,True,False,False,True,False,False,False,False,True,True,False,False,
file_469,Junior Data Scientist,Times Higher Education,,3 weeks ago,,,True,True,False,False,False,False,False,False,False,False,True,False,True,
file_47,Data Scientist,Samsung Electronics UK,,1 week ago,88 applicants,,True,False,False,False,False,True,False,True,False,True,True,False,False,
file_470,Data Scientist,Nigel Frank International,,1 month ago,5 applicants,,True,True,False,False,False,False,True,False,True,False,False,False,False,65000,
