filename,title,company_name,location,posted_date,applicants,salary,Python,SQL,SAS,C++,MSc,PhD,Cloud,AWS,Azure,Statistics,Computer Science,CS,consulting,Salary
file_471,Data Scientist,Dojo,,2 weeks ago,46 applicants,,True,False,False,False,False,False,True,False,False,False,False,False,False,20000,
file_472,Data Scientist,Nigel Frank International,,2 months ago,3 applicants,,True,True,False,False,False,False,False,False,True,False,False,False,False,65000,
file_473,Lead Data Scientist,Northrop Grumman,,2 weeks ago,1 applicant,,True,False,True,False,False,False,False,False,False,False,False,False,False,46000,
file_474,Data Scientist,Meschter Insurance,,3 weeks ago,18 applicants,,True,False,False,False,False,True,False,False,False,False,False,False,False,
file_475,Lead Data Scientist,Northrop Grumman,,2 weeks ago,1 applicant,,True,False,True,False,False,False,False,False,False,False,False,False,False,50000,
file_476,Junior Data Scientist,Nigel Frank International,,1 month ago,16 applicants,,True,True,False,False,False,False,True,False,True,False,False,False,False,50000,
file_477,Data Scientist,Nigel Frank International,,1 month ago,,,True,True,False,False,False,False,True,False,True,False,False,False,False,65000,
file_478,Data Scientist,Nigel Frank International,,1 month ago,2 applicants,,True,True,False,False,False,False,True,False,True,False,False,False,False,65000,
file_479,Data Scientist,Cornucopia IT Resourcing,,3 days ago,,,False,False,False,False,False,False,False,False,False,False,False,False,False,
file_48,Customer Data Scientist,Harnham,,1 week ago,60 applicants,,True,True,False,False,False,False,False,False,False,False,False,False,False,65000,
file_480,Senior Data Scientist,Tesco Bank,,1 week ago,18 applicants,,False,False,False,False,False,False,False,False,False,False,False,False,False,
file_481,Data Scientist,Animal Friends,,2 weeks ago,,,True,True,False,False,False,False,False,False,True,False,False,False,False,
file_482,Computational Biology Data Scientist,University of Liverpool,,2 weeks ago,29 applicants,,False,False,False,False,False,True,False,False,False,False,False,False,False,
file_483,Data Scientist,King's College London,,1 month ago,15 applicants,,True,True,False,False,False,True,False,False,True,False,False,True,False,
file_484,Data Scientist,Nigel Frank International,,1 month ago,1 applicant,,True,True,False,False,False,False,True,False,True,False,False,False,False,60000,
file_485,Senior Data Scientist,Northrop Grumman,,2 weeks ago,2 applicants,,True,False,True,False,False,False,False,False,False,False,False,False,False,39000,
file_486,Data Scientist,William Huston Photography,,3 weeks ago,7 applicants,,True,True,False,True,False,False,False,False,True,False,False,False,False,
file_487,Python Data Scientist,Latitude,,3 weeks ago,,,True,True,False,False,False,False,False,False,False,False,False,False,False,
file_488,Senior Research Data Scientist,dunnhumby,,2 days ago,128 applicants,,True,True,False,False,False,False,False,False,False,False,False,False,False,
file_489,Data Scientist - Python,Kantar,,1 week ago,,,True,False,False,False,False,True,False,False,False,True,False,False,True,25000,
file_49,Technical Specialist - Freshwater Data Scientist (Ref: 2021),RemoteWorker UK,,1 day ago,2 applicants,,True,True,False,False,True,False,False,True,True,False,False,False,False,
file_490,Senior Data Scientist (UK - All Locations),Kainos,,2 days ago,33 applicants,,True,True,False,False,False,False,False,True,True,True,True,False,False,
file_491,Staff Data Scientist,TravelPerk,,1 month ago,110 applicants,,True,True,False,False,False,False,False,False,False,False,False,False,False,
file_492,Data Scientist - London,Nigel Frank International,,1 month ago,11 applicants,,True,True,False,False,False,False,True,False,True,False,False,False,False,60000,
file_493,Data Scientist,Nigel Frank International,,2 months ago,8 applicants,,True,True,False,False,False,False,True,False,True,False,False,False,False,65000,
file_494,Junior Data Scientist,UCAS,,1 week ago,85 applicants,,False,False,False,False,False,False,False,True,False,False,False,False,False,
file_495,Data Scientist - London - GBP55K - Azure - Predictive Modelling,Nigel Frank International,,1 month ago,,,True,True,False,False,False,False,True,False,True,False,False,False,False,
file_496,Data Scientist,Nigel Frank International,,1 month ago,16 applicants,,True,True,False,False,False,False,True,False,True,False,False,False,False,
file_497,"Data Scientist, AVP-VP # 213578",Credit Suisse,,3 weeks ago,109 applicants,,True,False,False,False,False,False,False,False,False,False,False,False,False,
file_498,Data Scientist,Nigel Frank International,,1 month ago,,,True,True,False,False,False,False,False,False,False,False,False,False,False,55000,
file_499,Data Scientist - London,Nigel Frank International,,2 months ago,2 applicants,,True,True,False,False,False,False,True,False,True,False,False,False,False,60000,
file_5,Data Scientist,Harnham,,1 month ago,17 applicants,,True,True,True,False,False,False,False,False,False,False,False,False,False,50000,
file_50,Fusion Cell Data Scientist,Barclays,,1 week ago,22 applicants,,True,False,True,False,False,False,False,False,False,False,False,False,False,
file_500,Data Scientist,ADLIB Recruitment,,2 weeks ago,,,True,False,False,False,True,True,False,False,True,False,True,False,False,
file_501,Data Scientist,Forestry Commission,,4 days ago,32 applicants,,False,False,False,False,False,False,False,False,False,False,False,False,False,
file_502,Senior Data Scientist,Attest,,4 days ago,70 applicants,,True,True,False,False,False,False,False,False,False,False,False,False,False,
file_503,Data Scientist,BeTechnology Group,,1 week ago,2 applicants,,True,True,False,False,False,False,False,False,False,True,True,False,False,30000,
file_504,Data Scientist (Retail Industry) - Remote,Nigel Frank International,,1 month ago,3 applicants,,True,True,False,False,False,False,True,False,True,True,False,False,False,45000,
file_505,Data Scientist,Synechron,,5 days ago,193 applicants,,False,False,False,False,False,False,True,False,False,False,False,False,False,
file_506,Lead Data Scientist,IQVIA,,8 hours ago,13 applicants,,True,False,False,False,False,False,False,False,False,False,False,False,True,
file_507,Senior Data Scientist,Storm4,,2 days ago,56 applicants,,True,True,False,False,False,False,False,False,False,False,False,False,False,
file_508,Data Scientist - UK,Infosys Consulting,,1 day ago,111 applicants,,True,True,False,False,False,True,False,True,True,False,True,False,True,
file_509,Data Scientist (Forestry Carbon Accounting),Sylvera,,2 weeks ago,27 applicants,,True,False,False,False,False,False,False,False,False,False,False,True,False,
file_51,Data Scientist,Mars,,3 days ago,95 applicants,,True,False,False,False,False,False,False,False,False,False,False,False,False,
file_510,Data Scientist - UK Wide,Nigel Frank International,,1 month ago,3 applicants,,True,True,True,False,False,False,True,False,True,True,True,False,False,40000,
file_511,Data Scientist,Dalberg Data Insights,,2 days ago,,,True,False,False,False,False,False,False,False,False,False,False,False,False,
file_512,"Data Scientist (Retail) - Remote, UK Wide",Nigel Frank International,,1 month ago,6 applicants,,True,True,False,False,False,False,True,False,True,True,False,False,False,45000,
file_513,Data Scientist,LMAX Group,,2 weeks ago,,,True,True,False,False,False,False,False,False,False,False,False,False,False,
file_514,Senior Data Scientist,Bank of England,,2 weeks ago,28 applicants,,False,True,False,False,False,False,False,False,False,False,False,False,False,
file_515,Data Scientist - NLP,Builder.ai,,2 days ago,,,True,True,False,False,False,True,False,True,True,True,True,False,False,
file_516,Data Scientist - London,Nigel Frank International,,2 months ago,5 applicants,,True,True,False,False,False,False,True,False,True,False,False,False,False,60000,
file_517,"Senior Data Scientist, Monzo Flex",Monzo Bank,,7 hours ago,103 applicants,,True,True,False,False,False,False,False,False,False,False,False,False,False,
file_518,Junior Data Scientist,Nigel Frank International,,1 month ago,42 applicants,,True,True,False,False,False,False,True,False,True,False,False,False,False,50000,
file_519,Data Scientist,Nigel Frank International,,2 months ago,2 applicants,,True,True,False,False,False,False,False,False,True,False,False,False,False,65000,
file_52,Data Scientist,CGI,,5 days ago,58 applicants,,True,True,False,False,False,False,False,False,False,False,False,False,True,
file_520,Data Scientist - Solutions,Landmark Information Group,,1 week ago,57 applicants,,True,True,False,False,False,False,False,True,True,False,False,False,False,
file_521,Senior Data Scientist - UK,Moloco,,2 weeks ago,64 applicants,,True,True,False,False,False,False,True,False,False,True,False,False,False,
file_522,Lead Data Scientist,Kainos,,3 weeks ago,9 applicants,,True,True,False,False,False,False,False,True,True,True,True,False,False,
file_523,Full Stack Data Scientist (Remote),Sensor Tower,,1 month ago,16 applicants,,True,False,False,False,False,False,False,False,False,False,False,True,False,
file_524,Associate Director Data Scientist - Digital Health Machine Learning,AstraZeneca,,5 days ago,18 applicants,,True,True,False,True,False,False,False,True,False,False,False,False,False,
file_525,Data Scientist,Michael Page,,2 months ago,11 applicants,,True,True,False,False,False,False,True,False,False,False,False,False,False,
file_526,Credit Data Scientist (Manager),EY,,1 week ago,17 applicants,,True,True,True,False,False,False,False,False,False,True,False,False,True,
file_527,"Data Scientist (Retail) - Remote, UK",Nigel Frank International,,1 month ago,5 applicants,,True,True,False,False,False,False,True,False,True,True,False,False,False,45000,
file_528,Senior Data Scientist/Software Developer,Capgemini,,2 days ago,,,True,False,False,True,False,True,False,False,False,True,False,False,False,
file_529,Lead Data Scientist,NewDay,,4 days ago,7 applicants,,True,False,False,False,False,True,False,False,False,True,True,False,False,
file_53,Data Scientist - Pricing,Harnham,,1 month ago,29 applicants,,True,True,False,False,False,False,False,False,False,False,False,False,False,80000,
file_530,"Data Scientist - Remote, UK",Nigel Frank International,,1 month ago,24 applicants,,True,True,False,False,False,False,True,False,True,False,False,False,False,45000,
file_531,Lead Data Scientist,Hays,,1 month ago,2 applicants,,False,False,False,False,False,False,False,False,False,False,False,False,False,
file_532,Customer Analytics Data Scientist Senior Associate,PwC UK,,4 days ago,55 applicants,,True,False,False,False,True,True,False,False,False,False,False,False,False,
file_533,Data Scientist (Retail Industry) - Remote,Nigel Frank International,,1 month ago,7 applicants,,True,True,False,False,False,False,True,False,True,True,False,False,False,45000,
file_534,Data Scientist,Nigel Frank International,,2 months ago,3 applicants,,True,True,False,False,False,False,True,False,True,False,False,False,False,
file_535,Data Scientist,Exertis,,1 day ago,3 applicants,,True,True,False,False,True,False,False,False,False,True,True,False,False,
file_536,Data Scientist,La Fosse Associates,,1 week ago,,,True,True,False,False,False,False,False,True,False,False,False,False,True,70000,
file_537,Data Scientist,Nigel Frank International,,1 month ago,13 applicants,,True,True,False,False,False,False,True,False,True,False,False,False,False,
file_538,Data Scientist Lead,Utility Warehouse,,1 week ago,21 applicants,,True,True,False,False,False,True,True,True,True,True,True,False,False,
file_539,Data Scientist,Colossus Associates,,3 weeks ago,17 applicants,,False,False,False,False,False,False,False,False,True,False,False,False,False,
file_54,Data Scientist (m/w/d),GfK,,2 days ago,39 applicants,,True,False,False,False,False,True,False,False,False,False,False,False,False,
file_540,Data Scientist,Utopia Music,,1 month ago,11 applicants,,True,False,False,False,True,True,True,True,False,False,True,False,False,
file_541,"Data Scientist (R, Python, SQL) - Remote, UK",Nigel Frank International,,1 month ago,20 applicants,,True,True,False,False,False,False,True,False,True,False,False,False,False,45000,
file_542,Data Scientist - Bristol - Remote,Nigel Frank International,,1 month ago,8 applicants,,True,True,False,False,False,False,True,False,True,False,False,False,False,45000,
file_543,"Senior Data Scientist, Marketing",Monzo Bank,,3 days ago,6 applicants,,True,True,False,False,False,False,False,False,False,False,False,False,False,
file_544,Data Scientist Lead - Cambridge,Nigel Frank International,,1 month ago,,,True,True,False,False,True,False,True,False,True,False,False,False,False,53000,
file_545,Exposure Data Scientist,Tokio Marine HCC - International Group,,1 week ago,48 applicants,,True,True,False,False,False,False,False,False,False,False,False,False,False,
file_546,Data Scientist - Perm,Oliver James,,3 weeks ago,4 applicants,,True,False,False,False,False,True,False,False,True,False,False,False,False,
file_547,Data Scientist,Understanding Recruitment,,1 week ago,67 applicants,,False,False,False,False,False,False,False,False,False,False,False,False,False,
file_548,Data Scientist - Remote,BCT Resourcing,,3 weeks ago,61 applicants,,True,False,False,False,False,True,False,False,True,False,False,False,False,
file_549,Senior Data Scientist,Be-IT,,4 days ago,4 applicants,,True,False,False,False,False,False,False,False,False,False,False,False,False,
file_55,"Visiting Researcher, Core Data Science",Meta,,2 days ago,122 applicants,,True,False,False,False,False,False,False,False,False,False,False,False,False,
file_550,Data Scientist,Smart Data Foundry,,1 week ago,,,True,False,False,False,False,False,False,False,False,False,False,False,False,
file_551,Data Scientist,Nigel Frank International,,1 month ago,13 applicants,,True,True,False,False,False,False,True,False,True,False,False,False,False,
file_552,Data Scientist,Nigel Frank International,,2 months ago,15 applicants,,True,True,False,False,False,False,False,False,False,False,False,False,False,
file_553,Data Scientist,Understanding Recruitment,,2 days ago,64 applicants,,True,False,False,False,False,False,False,True,False,False,False,False,False,
file_554,Senior Data Scientist - Digital Health R&D,AstraZeneca,,5 days ago,30 applicants,,True,False,False,False,False,False,False,True,False,False,False,False,False,
file_555,Data Scientist - London - GBP55K - Azure,Nigel Frank International,,1 month ago,5 applicants,,True,True,False,False,False,False,True,False,True,False,False,False,False,
file_556,Data Scientist,Nigel Frank International,,1 month ago,,,True,True,False,False,False,False,True,False,True,False,False,False,False,50000,
file_557,Data Scientist - London - Azure,Nigel Frank International,,2 months ago,,,True,True,False,False,False,False,True,False,True,False,False,False,False,60000,
file_558,Data Scientist,Profiles by Kantar,,1 week ago,120 applicants,,True,True,False,False,False,False,False,True,False,False,False,False,True,25000,
file_559,Senior Data Scientist,Informed Solutions,,1 month ago,1 applicant,,True,False,False,False,False,False,False,True,False,False,False,False,False,
file_56,Data Scientist,Mars,,3 days ago,26 applicants,,True,True,False,False,False,False,False,False,True,False,False,False,False,
file_560,"Data Scientist (R, Python, SQL) - UK Wide, Remote",Nigel Frank International,,1 month ago,11 applicants,,True,True,False,False,False,False,True,False,True,False,False,False,False,45000,
file_561,Data Scientist,Nigel Frank International,,1 month ago,9 applicants,,True,True,False,False,False,False,False,False,False,False,False,False,False,
file_562,Data Scientist,Nigel Frank International,,2 months ago,1 applicant,,True,True,False,False,False,False,False,False,False,False,False,False,False,
file_563,TikTok eCommerce-Data Scientist,TikTok,,1 week ago,92 applicants,,True,True,False,False,False,False,False,False,False,False,False,False,False,
file_564,Senior Data Scientist,Kainos,,3 weeks ago,37 applicants,,True,True,False,False,False,False,False,True,True,True,True,False,False,
file_565,"Data Scientist (R, Python, SQL) - UK Wide, Remote",Nigel Frank International,,1 month ago,10 applicants,,True,True,False,False,False,False,True,False,True,False,False,False,False,45000,
file_566,Senior Data Scientist/Software Developer,Capgemini Engineering,,1 month ago,38 applicants,,True,False,False,False,True,True,False,True,True,False,False,False,False,
file_567,TikTok eCommerce-Data Scientist,TikTok,,1 week ago,91 applicants,,True,True,False,False,False,False,False,False,False,False,False,False,False,
file_568,Data Science Product Specialist - Enterprise Data,Bloomberg LP,,4 days ago,28 applicants,,False,False,False,False,False,False,False,True,True,False,False,False,False,
file_569,"Analyst (Data Scientist) - Quantitative Modelling & Analysis Team, SRS",Bank of England,,2 weeks ago,124 applicants,,True,False,False,False,False,False,False,False,False,False,False,False,False,
file_57,Data Scientist - Retail,Harnham,,4 weeks ago,3 applicants,,True,True,False,False,True,False,False,True,False,False,False,False,False,65000,
file_570,Postdoctoral Fellow: Genomic Data Science,AstraZeneca,,2 weeks ago,21 applicants,,True,False,False,False,False,True,False,False,False,False,True,False,False,
file_571,Data Scientist,BeTechnology Group,,1 week ago,6 applicants,"Benefits found in job post
Medical insurance",True,True,False,False,True,False,False,True,True,True,True,False,False,
file_572,Data Scientist,Nigel Frank International,,2 months ago,3 applicants,,True,True,False,False,False,False,False,False,False,False,False,False,False,
file_573,Data Scientist,Marc Jehotte sprl,,1 month ago,21 applicants,,True,True,False,False,True,True,False,True,False,True,False,False,False,
file_574,Data Scientist - Milton Keynes - Remote,Nigel Frank International,,1 month ago,6 applicants,,True,True,False,False,False,False,True,False,True,False,False,False,False,45000,
file_575,Data Scientist,A1 Drilling Fluids,,3 weeks ago,5 applicants,,False,True,False,False,False,False,True,False,False,False,False,False,True,
file_576,Associate - Investment Analytics Data Scientist,Victory Hill Capital Partners LLP,,4 days ago,21 applicants,,True,True,False,False,True,True,False,False,True,False,False,False,False,
file_577,Data Scientist,Nigel Frank International,,2 months ago,1 applicant,,True,True,False,False,False,False,False,False,True,False,False,False,False,65000,
file_578,"Data Science Manager, Financial Crime",Monzo Bank,,3 days ago,8 applicants,,True,True,False,False,False,False,False,False,False,False,False,False,False,
file_579,Staff Data Scientist,PrimaryBid,,1 day ago,38 applicants,,True,True,False,False,False,False,False,False,False,True,False,False,False,
file_58,Data Scientist - Events space,Harnham,,5 months ago,23 applicants,,False,False,False,False,False,False,False,False,False,False,True,False,False,65000,
file_580,Data Scientist,Talent Cluster Ltd,,3 weeks ago,43 applicants,,True,True,False,False,False,False,False,False,False,False,False,False,False,
file_581,Data Scientist,Jefferson Frank,,2 months ago,39 applicants,,True,False,False,False,False,False,True,True,False,False,True,False,False,40000,
file_582,Data Scientist,Landmark Information Group,,2 weeks ago,34 applicants,,True,True,False,False,False,False,False,True,True,False,False,False,False,
file_583,Data Scientist,Wood Mackenzie,,2 days ago,62 applicants,,True,True,False,False,False,False,True,True,True,False,False,False,True,
file_584,Data Scientist,Nigel Frank International,,2 months ago,,,True,True,False,False,False,False,False,False,True,False,False,False,False,65000,
file_585,Research Fellow in Health Data Science,University of Leeds,,3 weeks ago,9 applicants,,True,False,False,False,False,True,False,False,False,False,False,False,False,
file_586,Junior Data Scientist,Randstad Tech IT,,3 days ago,13 applicants,,True,False,False,False,False,False,False,False,True,False,False,False,False,
file_587,Data Scientist,Harnham,,2 days ago,,,True,True,False,False,False,False,False,False,False,False,False,False,False,
file_588,Data Scientist,Lorien,,1 week ago,,,False,True,False,False,False,False,False,False,False,False,False,False,False,90000,
file_589,"Senior Data Scientist, Causal Inference",Deliveroo,,2 months ago,22 applicants,,True,False,False,False,False,True,False,False,False,False,False,False,False,
file_59,Data Scientist - Naimuri,QinetiQ,,9 months ago,180 applicants,,False,False,False,False,False,False,False,False,False,False,False,False,False,
file_590,Data Scientist,Nigel Frank International,,2 months ago,2 applicants,,True,True,False,False,False,False,True,False,True,False,False,False,False,
file_591,Data Scientist - London - Azure,Nigel Frank International,,1 month ago,7 applicants,,True,True,False,False,False,False,True,False,True,False,False,False,False,60000,
file_592,Senior Data Scientist – Racing,Zynga,,1 week ago,92 applicants,,True,True,False,False,False,False,False,False,False,True,False,True,False,
file_593,Data Scientist,Nigel Frank International,,2 months ago,2 applicants,,True,True,False,False,False,False,True,False,True,False,False,False,False,
file_594,Data Scientist,ramarketing,,3 weeks ago,,,False,False,False,False,False,False,False,False,False,False,False,False,False,29000,
file_595,Data Scientist,Nigel Frank International,,2 months ago,5 applicants,,True,True,False,False,False,False,False,False,True,False,False,False,False,65000,
file_596,Data Scientist Practice Lead - Cambridgeshire,Nigel Frank International,,1 month ago,,,True,True,False,False,True,False,True,False,True,False,False,False,False,53000,
file_597,Data Scientist,Harnham,,3 days ago,,,True,False,False,False,True,False,False,False,False,False,False,False,False,
file_598,Lead Data Scientist,Kingfisher plc,,2 days ago,47 applicants,,True,True,False,False,False,False,False,False,False,False,False,False,False,79000,
file_599,Data Scientist,Nigel Frank International,,2 months ago,1 applicant,,True,True,False,False,False,False,False,False,False,False,False,False,False,
file_6,Data Scientist,Harnham,,1 month ago,10 applicants,,True,True,True,False,False,False,False,False,False,False,False,False,False,50000,
file_60,Senior Data Scientist - Customer Value Management,RemoteWorker UK,,,,,True,True,True,False,False,False,False,False,False,False,False,False,False,
file_600,"Senior Data Scientist, HCLS, Professional Services",Amazon Web Services (AWS),,1 week ago,48 applicants,,True,True,False,True,False,True,False,True,False,True,True,False,True,
file_601,Lead Data Scientist,Hydrogen Group,,3 weeks ago,6 applicants,,False,True,False,False,False,True,False,False,False,True,False,False,False,
file_602,Strategic Data Scientist,Integrated Point of Sale,,2 weeks ago,1 applicant,,True,True,False,False,False,False,False,False,False,False,False,False,False,
file_603,Data Scientist,Nigel Frank International,,1 month ago,3 applicants,,True,True,False,False,False,False,False,False,False,False,False,False,False,55000,
file_604,Data Scientist Lead - Cambridgeshire,Nigel Frank International,,1 month ago,,,True,True,False,False,True,False,True,False,True,False,False,False,False,53000,
file_605,"Data Scientist II, Partner Analytics",Expedia Group,,1 week ago,16 applicants,,True,True,False,False,False,False,False,False,False,False,True,True,False,
file_606,"Data Scientist (Retail Industry) - Remote, UK Wide",Nigel Frank International,,1 month ago,1 applicant,,True,True,False,False,False,False,True,False,True,True,False,False,False,45000,
file_607,Data Scientist,Consult Energy,,3 days ago,1 applicant,,True,False,False,False,False,False,False,False,False,False,False,False,False,50000,
file_608,Data Scientist,BeTechnology Group,,1 week ago,8 applicants,,True,True,False,False,True,False,False,False,False,True,True,False,False,
file_609,12 Month Data Science-Industrial Student Placement,AstraZeneca,,1 week ago,55 applicants,,False,False,False,False,False,False,False,False,False,False,False,False,False,
file_61,Data Scientist NLP,Adam,,3 days ago,,,True,False,False,False,False,False,False,True,False,False,False,False,False,
file_610,Lead Data Scientist,EPConvenciones,,3 weeks ago,4 applicants,,True,False,False,False,False,False,False,False,False,False,False,False,False,70000,
file_611,"Data Scientist - London - Up To &pound;120,000 pa (DOE)",DataBuzz,,3 weeks ago,9 applicants,,True,True,False,False,False,False,False,True,False,False,False,False,False,
file_612,Data Scientist - Synthetic Biology,Cambridge Consultants,,1 week ago,14 applicants,,True,False,False,False,False,True,False,False,False,False,False,False,False,
file_613,Data Scientist Lead - Cambridgeshire - GBP55 - 65k,Nigel Frank International,,1 month ago,,,True,True,False,False,True,False,True,False,True,False,False,False,False,53000,
file_614,Data Scientist (Graduate Role),Gradfuel,,1 month ago,,,False,False,False,False,False,False,False,False,False,False,False,False,False,
file_615,Defence Data Scientist,Metrica Recruitment,,1 month ago,1 applicant,,True,True,False,False,False,False,False,False,False,False,False,False,False,
file_616,Graduate Data Scientist,"Robustelli ∙ Soucy ∙ Hussey, P.A.",,3 days ago,7 applicants,,True,False,False,False,True,False,False,False,False,False,True,False,False,35000,
file_617,Data Scientist,trg.recruitment,,5 days ago,,,False,False,False,False,False,False,False,False,False,False,False,False,False,
file_618,Senior Data Scientist,Avanade,,1 week ago,21 applicants,,True,True,False,True,False,True,False,True,True,False,False,False,True,56000,
file_619,Product Data Scientist,Few&Far.,,4 days ago,,,True,True,False,False,False,False,False,False,False,False,False,False,False,
file_62,Data Scientist,Malvern Panalytical,,2 weeks ago,118 applicants,,True,False,False,False,False,False,False,False,True,True,True,False,False,
file_620,Data Scientist,East of England Ambulance Service NHS Trust,,1 week ago,37 applicants,,False,False,False,False,False,False,False,False,False,False,False,False,False,
file_621,Data Scientist,Harnham,,4 days ago,118 applicants,,False,True,False,False,False,False,False,False,False,False,False,False,False,70000,
file_622,Data Scientist,GACI Group - Diltacross Arg,,3 weeks ago,,,True,True,False,False,False,False,False,False,False,False,False,False,False,
file_623,"Data Scientist (Retail Industry) - Remote, UK Wide",Nigel Frank International,,1 month ago,5 applicants,,True,True,False,False,False,False,True,False,True,True,False,False,False,45000,
file_624,Full Stack Data Scientist,Sensor Tower,,3 months ago,13 applicants,,True,False,False,False,False,False,False,False,False,False,False,True,False,
file_625,Data Scientist,MarketCast,,3 months ago,131 applicants,,True,True,False,False,False,False,False,True,False,True,True,False,False,
file_626,Data Scientist,Corriculo Recruitment,,1 week ago,,,True,False,False,False,False,False,False,False,False,False,False,False,False,60000,
file_627,Research Associate (Data Scientist) (Fixed Term),University of Cambridge,,3 days ago,11 applicants,,False,False,False,False,False,True,False,False,False,False,False,False,False,
file_628,Analytics Data Scientist,BAE Systems Digital Intelligence,,1 week ago,19 applicants,,True,False,False,False,False,False,False,False,False,False,False,False,True,
file_629,Data Scientist,Michael Page,,1 week ago,26 applicants,,True,True,False,False,False,False,False,False,False,False,False,False,False,70000,
file_63,Data Scientist - Experimentation,JPMorgan Chase & Co.,,6 days ago,105 applicants,,True,True,False,False,False,False,False,False,False,False,False,False,False,
file_630,Senior Data Scientist,Nigel Frank International,,1 month ago,1 applicant,,True,True,False,False,False,False,True,False,True,False,False,False,False,75000,
file_631,Data Scientist,Targetcost Realty LLC,,2 days ago,1 applicant,,True,True,False,False,True,False,False,False,False,True,True,False,False,
file_632,Data Scientist - London - Azure,Nigel Frank International,,2 months ago,,,True,True,False,False,False,False,True,False,True,False,False,False,False,60000,
file_633,Data Scientist,Nigel Frank International,,2 months ago,3 applicants,,True,True,False,False,False,False,False,False,True,False,False,False,False,65000,
file_634,Junior Data Scientist,BeTechnology Group,,3 weeks ago,6 applicants,"Benefits found in job post
Medical insurance",True,True,False,False,False,False,False,False,False,False,False,False,False,
file_635,Data Scientist,Fill My Vacancy,,2 weeks ago,8 applicants,,False,True,False,False,False,False,False,False,False,False,False,False,False,28000,
file_636,Data Scientist,Paritas Recruitment,,2 weeks ago,,"Employer-provided
Pay range in London, England, United Kingdom
Exact compensation may vary based on skills, experience, and location.
Base salary
£50,000/yr - £100,000/yr",True,False,False,False,True,False,False,False,False,False,False,False,False,50000,
file_637,Data Scientist,Harnham,,3 weeks ago,157 applicants,,True,True,False,False,True,False,False,True,True,False,True,False,False,65000,
file_638,"Data Scientist (Retail Industry) - Remote, UK Wide",Nigel Frank International,,1 month ago,4 applicants,,True,True,False,False,False,False,True,False,True,True,False,False,False,45000,
file_639,"Data Scientist (Retail Industry) - Remote, UK Wide",Nigel Frank International,,1 month ago,3 applicants,,True,True,False,False,False,False,True,False,True,True,False,False,False,45000,
file_64,Data Scientist,SSE plc,,8 hours ago,7 applicants,,True,False,False,False,False,False,False,True,False,False,False,False,False,
file_640,Interim Data Scientist,Robert Half,,1 month ago,14 applicants,,False,False,False,False,False,False,False,False,False,False,False,False,False,
file_641,"Data Scientist (Retail Industry) - Remote, UK Wide",Nigel Frank International,,1 month ago,1 applicant,,True,True,False,False,False,False,True,False,True,True,False,False,False,45000,
file_642,Lead Data Scientist,Kainos,,3 weeks ago,29 applicants,,True,True,False,False,False,False,False,True,True,True,True,False,False,
file_643,Principal Data Scientist - MS & Databricks Partner,Nigel Frank International,,1 month ago,,,True,True,False,False,False,False,True,False,True,False,False,False,False,80000,
file_644,"Data Scientist (Retail) - Remote, UK Wide",Nigel Frank International,,1 month ago,7 applicants,,True,True,False,False,False,False,True,False,True,True,False,False,False,45000,
file_645,Drug Discovery Data Scientist,Exscientia,,1 week ago,71 applicants,,True,False,False,False,False,True,False,False,False,False,False,False,False,
file_646,"Lead Data Scientist, LB RICHMOND UPON THAMES & LB WANDSWORTH",Guardian Jobs,,3 days ago,,,True,False,False,False,False,False,False,False,False,False,False,False,False,
file_647,"Senior Data Scientist/ Senior Machine Learning Engineer (Bangkok based, relocation provided)",Agoda,,2 days ago,7 applicants,,True,True,False,False,True,True,False,False,False,True,True,False,False,
file_648,Senior Data Scientist/Software Developer,Capgemini,,2 weeks ago,11 applicants,,True,False,False,False,True,True,False,True,True,False,False,False,False,
file_649,Principal Data Scientist - MS & Databricks Partner,Nigel Frank International,,1 month ago,,,True,True,False,False,False,False,True,False,True,False,False,False,False,80000,
file_65,Data Scientist (R&D),Harnham,,2 months ago,59 applicants,,True,True,False,False,False,False,False,True,False,True,True,False,False,75000,
file_650,Data Scientist Data Engineer,QinetiQ,,2 months ago,10 applicants,,True,False,False,True,False,False,True,True,True,False,False,False,False,
file_651,Data Scientist Engineer - Relocate to Saudi Arabia,aramco,,2 weeks ago,,,False,False,False,False,False,True,False,False,False,False,False,False,False,
file_652,Junior Data Scientist,Nigel Frank International,,2 months ago,150 applicants,,True,True,False,False,False,False,True,False,True,False,False,False,False,45000,
file_653,"Data Scientist ( Python, SQL)",With Intelligence,,2 weeks ago,,,False,False,False,False,False,False,False,False,False,False,False,False,False,
file_654,Lead Data Scientist (UK - All Locations),Kainos,,6 days ago,37 applicants,,True,True,False,False,False,False,False,True,True,True,True,False,False,
file_655,Data Scientist,Understanding Recruitment,,1 week ago,83 applicants,,True,False,False,False,False,False,False,False,False,False,False,False,False,
file_656,"Senior Scientist Computational Biology/Data Science and Machine Learning - Discovery Centre, London",MSD in the UK,,2 days ago,3 applicants,,True,False,False,False,True,True,False,False,False,False,True,False,False,
file_657,Data Science Engineer I,GSK,,1 month ago,4 applicants,,True,True,False,False,False,False,False,False,False,True,True,False,False,
file_658,"Data Science Manager, Financial Crime",Monzo Bank,,3 days ago,7 applicants,,True,True,False,False,False,False,False,False,False,False,False,False,False,
